user_id,sequence,ground_truth
1043052489712645424,P-104168635|P-64335052,P-87399701
10430535639529906008,P-89791260|P-89779179|P-53564118|P-53552333,P-53552333
10430640871171874190,P-86450006|P-86450006|P-86450006,P-86450006
1043065403482709982,P-68224589|P-68224488|P-68224589|P-68224488|P-68224488|P-68224589|P-68224632|P-68224488|P-68224589|P-59355097|P-59355097|P-90542180,P-59355097
10430696980632768242,P-64335007|P-64335007,P-64335007
10430698482018299964,P-53567647|P-53567647|P-53567647,P-53567647
10430873791517124103,P-98256240|P-98256240,P-98256240
10430876923585454237,P-89454721|P-89454882|P-89454721,P-89454721
10430928408805871340,P-90243238|P-90243238,P-90243238
10431165283023350021,P-89992147|P-89992147|P-89992147,P-89992147
10431196537165521974,P-83652600|P-83652600|P-83652600,P-83652600
10431388147107134574,P-61983436|P-61983436,P-61983436
10431389815220063413,P-89786157|P-89786157,P-89786157
10431478536707709272,P-71343702|P-87431796|P-92020522|P-87431796|P-92021301|P-92020522|P-83923904|P-92021301|P-87431796|P-92020522|P-87431796|P-90682910|P-87431796|P-81092398|P-92021301|P-90309853|P-90309853|P-87431796,P-89253791
10431565471052809068,P-53559735|P-79551526|P-89494289|P-61983451|P-61983429|P-61983425|P-61983429,P-61983425
10431648493122109333,P-90243233|P-90243233|P-89277032|P-89277032|P-89277032|P-89277032,P-89277032
10431688084792638830,P-82615545|P-82615545,P-82615545
10431965614594936237,P-95644532|P-95644532|P-95644532|P-95644532|P-95644532,P-95644532
10432022334928218797,P-90542168|P-90542168|P-90542168|P-90542168,P-90542168
10432047734862949998,P-68224505|P-68224505|P-68224505|P-68224514|P-68224514|P-68224514,P-68224514
10432277735497510946,P-60440618|P-60440618,P-53555977
10432366669406707827,P-89786157|P-89786157|P-89786157|P-89786157,P-89786157
10432518308573280866,P-89100655|P-89100655|P-89100655,P-89100655
10432641554686594009,P-90682930|P-90682930|P-90682930|P-60439336|P-60439336,P-60439336
104328678692891607,P-85673610|P-85673610|P-85673610|P-85673610,P-85673610
10432964120856530481,P-53557691|P-53557691|P-53557691,P-53557691
10432980395851657317,P-89478257|P-89478257,P-89478257
10433012434466766602,P-73816121|P-73816121,P-53564557
10433101732326055804,P-96312629|P-96312629|P-96312629|P-96312630|P-89786533|P-53559474|P-89786626|P-89047566,P-89786644
10433119480942249451,P-89791400|P-73816121,P-89791400
10433218021282442160,P-93528039|P-93528039|P-89478390,P-93528056
1043324808840410822,P-90079684|P-90079684|P-90079684,P-90079684
10433391475649535533,P-101536130|P-101536130,P-101536130
10433431532325429451,P-89454882|P-89454882,P-89454882
10433596633343922455,P-60309425|P-60309425|P-60309424|P-60309424,P-60309424
10433615499457863752,P-96060211|P-96060211|P-96060211,P-96060211
10433691944295031929,P-90120837|P-53565479|P-53557031|P-53557240|P-53565479|P-53564597|P-53563323,P-53564639
10433692508955034073,P-93507788|P-77380620,P-90243234
10433701857679425812,P-60440507|P-60440507|P-60440507|P-60440507,P-60440536
10433725190000659150,P-53564274|P-53564274,P-53564274
10433790584515626866,P-93299785|P-59071140|P-93299873|P-93299873|P-93528022|P-96312642,P-89497825
10433965675304385526,P-81113024|P-81113024|P-81113024|P-81113024|P-90018454|P-90018448|P-90018448|P-90018446,P-90018446
10433979608989932064,P-90534639|P-90534639|P-90534639|P-90534639|P-90534639|P-90534639,P-90534639
10433987289068143128,P-68224490|P-68224490,P-68224490
10434018149632657322,P-53563384|P-53563384,P-53563384
10434301139499153846,P-89494289|P-89494289,P-89494289
10434533000977456753,P-91915232|P-91915232,P-91915232
10434624164392159964,P-89545670|P-89545670,P-89545670
10434630901164097297,P-60440645|P-60440645|P-60440645,P-60440645
10434631664478529410,P-83652600|P-83652600|P-83652600|P-83652600|P-83652600|P-83652600,P-83652600
10434655368336645315,P-70975620|P-70975620|P-70975620,P-70975620
10434729530014141060,P-60440815|P-60440815|P-60440815|P-90309933,P-90309933
10434766279192530263,P-90243261|P-60440657|P-59289286|P-59289286|P-60440630|P-60440630|P-60440630,P-91914911
10434850645965065068,P-53564536|P-53564536|P-53564536,P-53564536
10435114895344171963,P-53561961|P-89138077|P-89138077|P-53561961|P-53561961|P-89786152,P-89786152
1043517875993211693,P-53566891|P-53566891|P-53566891|P-91858487|P-90543849,P-89366103
10435225184126755354,P-53563208|P-53563208,P-60439748
10435276436459382937,P-72818261|P-53561796|P-82772408|P-78889900|P-78889823|P-78889900,P-78889875
10435387238434866836,P-95909230|P-95909230|P-95909230|P-95909230|P-95909230,P-95909230
10435411068982229034,P-81100422|P-81100422,P-81100422
10435559734881372726,P-96312629|P-90019989,P-90019989
1043578401579936266,P-78569694|P-78569694,P-78569694
10435807175393603901,P-53558122|P-53558122|P-53558122|P-53558122|P-53558122|P-60440630|P-60440630|P-90020059|P-90020059|P-64794692|P-64794692|P-64794692|P-64794692|P-64794692|P-64794692|P-79434901|P-96060278,P-89454721
10435808129405155654,P-68658870|P-68224691|P-89174808|P-89790875|P-89786950|P-68224547|P-89790875|P-90048474,P-103287946
104358966203909592,P-93485391|P-93485391|P-93485391|P-93485391|P-93485391|P-93485391,P-93485391
10435899894054495931,P-90683017|P-53553117|P-53564807|P-53556158,P-53554307
10435911641622874384,P-85630301|P-68658872|P-53562229,P-53562235
10436041518435122650,P-93485391|P-93485391|P-93485391|P-93485391|P-93485391|P-93485391|P-93485391|P-93485391,P-93485391
10436543551443441456,P-53553532|P-53553532|P-53553532|P-53553532,P-89779140
10436646989501909489,P-53556394|P-53556394|P-53556394,P-53556394
10436672514832141866,P-88905951|P-88905951|P-88905951|P-88905951|P-90311038|P-90311038|P-90311038|P-88905951,P-88905951
10436769567397200812,P-53559735|P-53559735|P-53559735|P-53559735|P-86191667,P-53559735
10436843876347335984,P-64337480|P-64337480|P-64337480,P-64337480
10436894473361775164,P-68658857|P-68658857,P-68658857
10436913534860771987,P-59152129|P-53566717|P-59152133|P-53565156|P-53565156|P-59152133|P-59152133|P-59152133|P-59152133,P-59152133
10437002300954962160,P-82526119|P-82526119,P-82526119
10437074378093497123,P-53561164|P-89786940|P-90079684,P-90079684
10437098971661646532,P-60440399|P-60440399|P-60440399,P-60440399
10437142623979760150,P-85677208|P-85677208,P-85677208
10437185570950536479,P-60440630|P-60440630|P-60440630|P-60440630|P-60440630,P-60440630
10437205977840163973,P-53562622|P-53562622|P-53562622,P-53562622
10437262982565502305,P-53559748|P-53559748|P-53559748,P-53559748
10437283767829821341,P-53557691|P-53557691|P-53557691,P-53557691
10437305230268370152,P-53557691|P-53557691,P-53557691
10437359326527725545,P-61983440|P-61983475|P-61983496|P-91994084|P-61983440|P-79712217|P-91994084|P-61983496,P-61983496
10437390612742872290,P-86846411|P-86846411,P-86846411
10437465782337221021,P-89454721|P-89454721,P-89454721
10437550660427435042,P-89314023|P-89791361|P-89791361,P-89791361
10437609379764400454,P-53562518|P-53562518|P-53562518|P-53562518|P-87986304|P-87986304|P-53562518|P-78665068|P-53562518|P-87986304|P-87986304,P-53562518
10437613467246403758,P-53566259|P-53566259|P-60440636|P-86861298|P-60440702|P-81695075,P-86861298
10437867761526423705,P-89457685|P-89457685|P-89457685,P-89457685
10437950982892469312,P-86836426|P-86836426,P-86836426
10437964809529988687,P-53557691|P-53557691|P-53557691|P-53557691,P-53557691
10437977564266124099,P-93485391|P-93485391,P-93485391
10438010209124396818,P-90243257|P-90243257|P-90243257|P-53557800|P-90243257,P-90243257
10438154789039605658,P-60440738|P-60440738,P-60440738
10438221981713409489,P-85677208|P-85677208|P-70968553|P-70968553,P-70968553
1043823896550733640,P-89123117|P-89123117|P-89123117,P-89123117
10438271548047622586,P-90019871|P-90019871|P-90019871|P-90019871,P-100341518
10438464008404420080,P-90143144|P-90143144|P-90143144|P-90143144,P-90143144
10438678451996056396,P-89478801|P-89454721|P-53562031|P-86812523,P-68224510
10438683667032804272,P-89457685|P-89457685,P-89457685
10438901028064100424,P-89479017|P-89479017|P-89479017|P-89479017|P-89479017,P-85713685
10438912198827557042,P-77380716|P-60439924|P-70339413,P-70339448
10438925413909741850,P-53557691|P-53557691|P-53560393|P-53560393|P-53557691|P-53557691|P-53560393|P-90392058|P-90392058|P-53557691|P-53560393|P-53560393|P-53560393|P-53557691,P-53560393
10438927328580874756,P-89494364|P-89494364,P-89494364
10438940660278473098,P-89454721|P-89478801|P-89478801|P-89478801|P-89478801|P-89478801,P-89478801
10438955176396671360,P-86840309|P-86840309,P-86840309
10438982898166550431,P-53563894|P-53563894|P-53563894|P-80166462|P-53563894|P-80166284|P-80166462|P-80166284,P-80166284
10438990933693410936,P-90006919|P-90006919,P-90006919
10439195827375102943,P-79474152|P-79474152,P-68658885
10439289706924847460,P-79125941|P-79125941,P-79125941
10439303514295860641,P-86212898|P-86212898,P-86212898
10439475851230074304,P-89454882|P-89454882,P-89454882
10439489706835236724,P-91994058|P-91994058|P-81100422|P-81100422|P-81100422,P-81100422
10439568203438076078,P-90020059|P-90020059|P-90020059,P-90020059
10439574209632313493,P-89786815|P-89786815|P-89786815|P-89786815|P-89786815,P-89779154
10439713736406980158,P-93485417|P-93485579|P-93485417|P-93485417,P-93485417
10439726048989250368,P-72659766|P-72659766,P-72659766
10439755194599851192,P-81306396|P-81306396,P-81306396
10439838277101808216,P-71435043|P-71435043,P-71435043
10439856401471807953,P-96060269|P-96060269|P-96060269|P-90528894|P-90528894|P-96060269|P-96060269|P-96060269,P-96060269
10439950203617063772,P-53561488|P-53561488|P-53561488|P-89138060|P-60309424|P-89138050,P-89137984
10440042542674807400,P-53563569|P-53565303,P-53565303
10440055878382193437,P-81113024|P-81113024,P-81113024
10440288597022039109,P-89478801|P-89478801,P-89478801
10440402272910490463,P-53564636|P-53562920|P-53562920|P-53562920|P-79125917|P-79125917|P-79125941|P-79125941|P-91994100|P-91994100|P-53557846|P-91994100,P-91994100
10440512834457331587,P-61983464|P-85931232|P-82916350|P-82916790|P-82916790,P-82916790
10440572327775053382,P-89925798|P-89925798|P-89925798,P-89925798
10440597420660068622,P-68224502|P-68224542|P-68224526|P-68224526,P-68224526
10441022456309272823,P-53562229|P-53562223|P-53562229|P-53562229|P-53562229|P-53562229|P-53562229|P-53562229,P-53562229
10441086197743181552,P-68224638|P-68224638,P-68224638
10441116199825352576,P-71427371|P-71427371|P-71427371,P-71427371
10441122200648293320,P-89925859|P-89925859|P-89925859,P-89925859
10441264170141280544,P-90691334|P-90691334,P-90691334
10441303024948645982,P-93485417|P-93485417,P-93485417
10441440927800847331,P-72202750|P-72623106|P-72202750|P-72202750,P-53564100
10441533011417264393,P-60440630|P-60440630|P-53557691|P-53557691|P-53557691|P-53557691|P-60440630|P-53557691|P-60440630|P-60440630|P-53557691|P-60440630|P-60440630|P-60440630|P-60440630|P-60440630|P-60440630,P-60440630
10441619014924589519,P-83646490|P-83646490|P-83646490,P-83646490
10441758091330186049,P-81054168|P-81054168|P-81054168|P-89137991|P-79497507,P-79497507
10441812387511596361,P-77364716|P-77364716,P-77364716
10441925335514425740,P-81478600|P-84072547|P-81831890,P-81478600
10442026716395112562,P-68224740|P-68224740|P-90120776|P-90120776|P-85420926|P-85420926|P-85420926|P-85420926|P-96312629,P-96312629
10442041964998856527,P-91894720|P-91894720,P-91894720
10442095889320209785,P-89313065|P-89347226,P-53563790
10442236965275544581,P-85420926|P-85420926,P-85420926
10442273993756273912,P-93595010|P-93595010,P-93595010
10442277070189252323,P-89255059|P-89255059,P-89255059
10442279327230074278,P-89454721|P-89454721,P-89478801
10442418052142033121,P-64828491|P-53565009,P-81088990
10442426782285050427,P-79562697|P-53563487|P-53563487|P-53563487|P-53563487|P-53563487,P-79562697
10442511852547070279,P-68658872|P-68658873|P-53563894|P-80166462|P-80160314,P-80166284
104425381941431686,P-53566567|P-53566567,P-89268603
10442541773045569059,P-53561225|P-53561225,P-53561225
10442738396452916937,P-96060269|P-96060269,P-96060269
10442792639304745460,P-96060276|P-96060276|P-96060276,P-96060276
10442845910342720275,P-53562796|P-53562796,P-53562796
10443070401867448639,P-82959378|P-82959378,P-82959378
10443213649243141460,P-89454901|P-89454901,P-89454901
10443269760032230934,P-89311591|P-89311591,P-89311591
1044330614771943418,P-79562541|P-79562541|P-80303003,P-86416143
10443348043273871996,P-92682952|P-92682952,P-92682952
10443359476785110246,P-81224191|P-81224191|P-81224154|P-81224154|P-81224191,P-81224154
10443389587769798531,P-53560429|P-60191209|P-60191209|P-60191209|P-84155731|P-53560449|P-53560421,P-53557914
10443393006525128748,P-53561164|P-53561164,P-53561164
10443412736043701645,P-53556394|P-53556394|P-53562828,P-53562828
10443517035759785618,P-89258074|P-89258074|P-89258074,P-89258074
10443561130592804850,P-78665101|P-78665101|P-53556731|P-53555947,P-53560652
10443579987703471715,P-90691946|P-90691946|P-90691946|P-90691946|P-90691946,P-90691946
10443790006032517153,P-90394174|P-90394174,P-90394174
10443834766332903421,P-96312628|P-90019989|P-90019989|P-96312628|P-96312630|P-90019989|P-90019989|P-96312628|P-90019989|P-90019989,P-90019989
10443848769214239217,P-53561517|P-89790835|P-53564549|P-53564549|P-89786147,P-53564549
10444107340660998607,P-90682918|P-70339429,P-70339429
10444335460135307677,P-85576761|P-85576761|P-53564537,P-53564537
10444417291651161914,P-86450006|P-86450006,P-86450006
10444456153177794713,P-89100510|P-89101304|P-84252497,P-53564165
1044446821950403860,P-86646812|P-86646812,P-86646812
10444509471870957944,P-83730922|P-83730922|P-89791432|P-89786157|P-89786157|P-53561961|P-60440649|P-60440649|P-60440630|P-60440630|P-60440630|P-60440623|P-60440623|P-53561961,P-96060189
10444545925652020981,P-53552720|P-53552720|P-53552720|P-53552720|P-53552720,P-53552720
10444588509850300850,P-70967754|P-60440612,P-70967754
10444752483718919341,P-53561164|P-53561164|P-83646490|P-85622459|P-94219814,P-61983429
10444785194870156697,P-70973641|P-70973641,P-53559991
10444978093988347942,P-92984964|P-90018447|P-90018448|P-53561553,P-53561553
10445065984889649512,P-90143130|P-90143130|P-90143130,P-90143130
10445070793012651925,P-89174843|P-81165848|P-81165848,P-81165848
10445256541135322282,P-92682918|P-92682918,P-92682918
10445290387021774269,P-89790849|P-89790849|P-89454721|P-89454721,P-89454721
1044540047389462178,P-60440731|P-60440731,P-60440731
1044549613144021711,P-53564557|P-53564557,P-53564557
10445505770615055926,P-60440630|P-60440630,P-60440630
10445545139475485342,P-92757108|P-92757108,P-92757108
1044585542256690031,P-91974195|P-91974195|P-91974195|P-91974195|P-91974195,P-91974195
10445886248062508512,P-53561613|P-92682952|P-70056102|P-78665095,P-90539040
10446134486489720229,P-89233584|P-89233584|P-89233584,P-89233584
10446143709494644430,P-89123556|P-89123556|P-89123556|P-89123556|P-89123556|P-89123556|P-89123556|P-89123556|P-95407829|P-60440731|P-89123556|P-60440731|P-60440731|P-60440731|P-60440684|P-78665101|P-53556731|P-60440731|P-60440731|P-89123556|P-89123556|P-60440731|P-60440731,P-89123556
10446207862305792156,P-60191202|P-60191202|P-53562748,P-53562748
10446571523142775053,P-91960417|P-91959048,P-53566391
10446781066693186001,P-53557776|P-53557776|P-53556387|P-53556387|P-53556387|P-53556387|P-53557691|P-79474128|P-79474128|P-53563888|P-53563888|P-53564620,P-53564620
10446895016155161461,P-91964493|P-91964745,P-91964531
10446972108674926539,P-90243293|P-90243293,P-90243293
10447047541186863775,P-53563870|P-53563870,P-53563870
1044737584159624078,P-81224154|P-89454882|P-89138060|P-89138060|P-89138060|P-70954350|P-70954350|P-89527675|P-89527675|P-83730922|P-83730922|P-83730922|P-89476343,P-89476343
10447376290098595759,P-68658890|P-68658890,P-68658890
10447422507226260335,P-61983496|P-61983496|P-79712217,P-61983496
10447571307389800458,P-90543849|P-90543849|P-90543849,P-90543849
10447697881687770727,P-64335073|P-64335073|P-64335073|P-64335080|P-64335080|P-64335080,P-64335080
10447732360668608103,P-78665045|P-78665045,P-78665045
10447826177138074562,P-60440630|P-60440630,P-60440630
10447855412035987476,P-89808812|P-77380825|P-77380825|P-93592056,P-93592056
10447901881780091434,P-90355251|P-90355251|P-90355251,P-90355251
10448039759462806635,P-89314082|P-89314082|P-89314082,P-81165829
10448067894386775256,P-87399701|P-87399701,P-87399701
10448068496361382989,P-53557691|P-53557691,P-60440630
10448187946671794530,P-85986780|P-89786621|P-89786621|P-90120825|P-90120825|P-53555809|P-53555809,P-89106472
10448201981028918261,P-73570117|P-73570117,P-73570117
10448221105985223994,P-89495504|P-93504930|P-93504930|P-53561046,P-93504930
10448416031093364195,P-83943063|P-83943063|P-83943063,P-89808808
1044851923300155714,P-53556889|P-53556889,P-53556889
10448523328893451811,P-53564407|P-53564407,P-53564407
10448526020983216311,P-95956124|P-95956124,P-95956124
10448533799646274477,P-89123235|P-89123235,P-89123235
10448551229764755962,P-53558096|P-53558096,P-53562622
10448629671465335567,P-53563207|P-53563207|P-53563207|P-53563207,P-53563207
10449039137027846367,P-60440777|P-60440777,P-60440777
10449073511499136020,P-89992127|P-96312141|P-96312141,P-89992127
10449095270528552482,P-89454882|P-89454882,P-89454882
10449100452838949611,P-68658872|P-64794692|P-77380800|P-77380800,P-64794692
10449271742452142941,P-89173861|P-53557240|P-53557240|P-53557240|P-93481748,P-53557240
10449277216693596194,P-86840309|P-86840309|P-86840309|P-86840309,P-86840309
10449283162485341549,P-90521812|P-90521812,P-90521812
10449337613955742705,P-90018936|P-89546041,P-90391939
10449416200748703117,P-81165848|P-81165848|P-81165848|P-81165848|P-81165848,P-53561286
10449426466388974435,P-92984964|P-92984964|P-53560393|P-53557691|P-53557691|P-53560393|P-89173846,P-89173846
10449715894652041742,P-89314023|P-89786774|P-89786816|P-89314023|P-89314023|P-89314023|P-89314023,P-53564470
1044982738805181906,P-53564896|P-53564896,P-53564896
10449841523286093855,P-79127049|P-79127049|P-79127049,P-83952379
10450207043593766891,P-90528798|P-90528798|P-90528798,P-90528798
10450367671318587364,P-53561553|P-90314343,P-89791498
10450376694471712011,P-77640866|P-77672027,P-95820547
10450466492966557466,P-89454721|P-89454721,P-89454721
10450728634849637236,P-85677208|P-85677208,P-85677208
1045077492520737767,P-64899216|P-53566782,P-53566782
10450809935805703190,P-86846412|P-86846412|P-86846412,P-86846412
10450852832730808559,P-60440630|P-60440630|P-60440630,P-60440630
10450911843940447533,P-60440628|P-53560677|P-94543171,P-94543171
10450913756336211569,P-53567212|P-53567212|P-53567212,P-53567232
10450997003327460345,P-95956124|P-95956124|P-101535947|P-101535947|P-101535947,P-95956124
10451001714442752063,P-89325978|P-89325978|P-89325978|P-89325978|P-89325978|P-85382805|P-85382805|P-79067848|P-79067848|P-89325978|P-79067848,P-85382805
10451095746661389707,P-83825739|P-83825739,P-83825739
1045122564042962095,P-90120816|P-90120816|P-89308078|P-91977274|P-91977274,P-91977274
10451287465239037389,P-101516299|P-101516299|P-101516299|P-101516299|P-101516299|P-101513994|P-101513994|P-101513994|P-101513994|P-101516299|P-101516299|P-101516299|P-101516299|P-101516299|P-101516299|P-101516299,P-101516299
10451430903189068577,P-90245659|P-90245659,P-90245659
10451640222820318192,P-53557691|P-53557691|P-53557691|P-53557691|P-53557691|P-53557691|P-77323303|P-77323303|P-77323303|P-81113024|P-81113024|P-81113024|P-81113024|P-86846411|P-90643783|P-81113024|P-81113024|P-81113024|P-81113024|P-81113024,P-53557691
10451672210417396920,P-89454882|P-89454882,P-89454882
10451695258380179209,P-87808839|P-87808839|P-87808839,P-87808839
10451709645160521007,P-53558122|P-53558122,P-53558122
10451734724257532583,P-89047451|P-69322144|P-90120906,P-53557183
10451751346455502414,P-89494289|P-89494289|P-89494289|P-89494289|P-89494289|P-89494364,P-89494289
10451805044310424382,P-89369355|P-89369355,P-89369355
10452090952486896097,P-72659880|P-72659880|P-90020674,P-53567729
10452138942045700007,P-91997012|P-91997012,P-91997012
10452230763250552427,P-89790855|P-89790855,P-89790855
10452367070707376057,P-84320488|P-84320488,P-84320488
10452413592639947251,P-53562586|P-53562586|P-53556514,P-53562223
1045242217335302781,P-53561961|P-53561961,P-53561961
10452596884881371320,P-96060269|P-96060269,P-96060269
10452788582093939644,P-96060280|P-96060280,P-96060280
1045280659094817297,P-89545670|P-89545670|P-89545670,P-89494289
10452927287453253820,P-73570117|P-73570117|P-92647069|P-93299785|P-93299785|P-93299785|P-96060266,P-96060266
10453070936325675894,P-53552726|P-53552726,P-53552726
1045314523713125434,P-93595010|P-93595010,P-93595010
10453178709422166466,P-53564636|P-53564636|P-102149306,P-102149306
10453219788230100933,P-89300721|P-89300721|P-89300721|P-89300721,P-89300721
10453298808130092894,P-53557691|P-53557691,P-53557691
10453407588939189618,P-78665192|P-78665192|P-78665192,P-78665192
10453484599034025519,P-89320571|P-89320571|P-89320571|P-60440636|P-60440649,P-89320571
10453497598801911940,P-102149486|P-102149486|P-102149486|P-102149486|P-102149486|P-102149486|P-102149486|P-102149486|P-102149486|P-102149486|P-102149486,P-102149486
10453518503495643787,P-90016532|P-53557335,P-53557335
10453593392112762506,P-96060278|P-96060278|P-96060278|P-96060278,P-96060278
10453603371463933120,P-96312629|P-96312629|P-85677102,P-96312628
10453620305714634521,P-90041078|P-90041078,P-90041078
10453696424994186126,P-93595010|P-93595010|P-93595010,P-93595010
10453707904419650418,P-68224502|P-68224502|P-68224502,P-68224502
10453709557575421432,P-89790898|P-89790898|P-89790898,P-89790898
1045377715971335983,P-83666848|P-103292782|P-103292782,P-103292782
10453928186282092464,P-92682952|P-92682952,P-92682952
10454041436257378262,P-61983429|P-61983451,P-61983451
10454061404031891644,P-80236722|P-80236722|P-80236722,P-80236722
10454109856162454810,P-91974394|P-91974394,P-91974394
1045424136709357266,P-89992149|P-89992149,P-89992149
10454256900437607787,P-84237089|P-87431845|P-87431820|P-71898164|P-71898164|P-87431934,P-72614306
10454313699938675241,P-53566178|P-53566178,P-53566225
10454324714476995058,P-53560414|P-53560414|P-90392058|P-90392058|P-90392058|P-90392058|P-90392058,P-89478801
10454431379535722665,P-85382604|P-79107527|P-53552274|P-53556088,P-53556088
10454434997312889956,P-90020028|P-90020028|P-90020028|P-90020028,P-90020028
10454459493698881799,P-60439435|P-90683089,P-60439435
10454538294720154749,P-53564494|P-53564494,P-53564494
10454605743167425206,P-89786125|P-89786125|P-89786125,P-89786156
10454612988005360630,P-82959378|P-82959378|P-82959378,P-82959378
10454685191493750837,P-89517264|P-89517264,P-89517264
10454757871472370511,P-102149486|P-102149486|P-102149486|P-102149486|P-102149486,P-102149486
10454893850097757003,P-53563726|P-64520020|P-53552693|P-53552693|P-53552693,P-53552693
10454928215011175580,P-90065208|P-90065208|P-90065208|P-90065208,P-90065208
10454933355950475089,P-90528894|P-90528894,P-96060269
10455047397328486288,P-53562127|P-53562127|P-95798629,P-53562127
10455079817997279338,P-90243257|P-90243257,P-90243260
10455132750173824267,P-68224493|P-68224493,P-68224545
10455187996080577338,P-79735178|P-79735178|P-79735178|P-79735178|P-79735178|P-53563153,P-53564898
10455232131206653734,P-53557691|P-53557691,P-53557691
10455262302244362003,P-53562973|P-53562973|P-93485440|P-93485440|P-90528377|P-90528377|P-90528377|P-90528377|P-90528377|P-89478801|P-89478801|P-53566018|P-53566018|P-89454721|P-89454721|P-89454882|P-89478801|P-61983470,P-89173846
10455329581639613161,P-89478801|P-89478801|P-89478801|P-89478801|P-89478801,P-89478801
10455411865180355668,P-79500657|P-79500657|P-79500657|P-81838107|P-81838142|P-87433816,P-53564923
10455415639253973091,P-80166462|P-80166462,P-53563429
10455509122468580812,P-53559493|P-53559493|P-53559493|P-53559493|P-53559493|P-53559493,P-53559493
10455537509706180304,P-89454721|P-89454721,P-89454721
10455578871830311343,P-96312630|P-96312630,P-96312630
10455750343295931843,P-63447641|P-63447641|P-63447641,P-63447641
1045575057032873122,P-89478801|P-89478801,P-89478801
10455904400287801630,P-63447641|P-63447641|P-63447641|P-63447641|P-63447641|P-63447641|P-63447641|P-63447641|P-63447641|P-63447641|P-63447641,P-63447641
10455951112674356468,P-89138077|P-89138077|P-89138077|P-89138077,P-93485579
1045598508981727295,P-53562842|P-53562842,P-53562842
10456240207672622519,P-94219639|P-94219639,P-94219639
10456249186902559179,P-53567170|P-53567170|P-53567170|P-93299948|P-85340614,P-59307715
10456273641210901405,P-70973641|P-70973641|P-70973641,P-91972900
10456292523515703675,P-60440777|P-60440777|P-60440777,P-60440777
10456331243080882245,P-60440630|P-60440630|P-60440630,P-60440630
10456503464135627185,P-53560895|P-53560954,P-53563231
10456731961299667554,P-93485391|P-93485391,P-93485391
10456768992010012212,P-60440626|P-60440626,P-60440626
10456879505038109836,P-89314082|P-89779167|P-89779167|P-83646490|P-89790831|P-89791361,P-89786814
10456893667014129578,P-77165049|P-77165049|P-77165049,P-77165049
10456988078431396511,P-89123095|P-89123095,P-89123095
10457117572103052300,P-70039885|P-71427650|P-71427650|P-71427650|P-71427650|P-71427650|P-71427650,P-71427650
10457227735858382139,P-89478168|P-89478168,P-93485513
10457316876331182016,P-60440649|P-60440649|P-60440649|P-60440649|P-90000425,P-60440649
10457410217987993615,P-68658874|P-68658874|P-68658874|P-81290894,P-81290894
10457467269205540444,P-90143148|P-90143148,P-90143148
10457555148354722677,P-85401728|P-85401728|P-85401728|P-73903374|P-85401728,P-85401728
10457751353859424459,P-53561488|P-53561495|P-53561495|P-89137991|P-89137991|P-89138050|P-53564118|P-94220589,P-94220589
10457991152467142959,P-70339398|P-60440287,P-61983438
10458005526839720752,P-90528894|P-90528894|P-90528894|P-90528798|P-96060269,P-90528894
1045805578082014207,P-90120773|P-90120773|P-90120773,P-90120773
1045808096344411562,P-81113024|P-81113024,P-81113024
1045811102251651763,P-53567615|P-53567615,P-86198390
10458144413741901048,P-53561961|P-53564571,P-93507788
10458165946605759138,P-81114706|P-81114706,P-81114706
10458247828520368759,P-53564822|P-89100510,P-89100510
10458263676438897801,P-90143130|P-90143130,P-90143130
10458337741601278366,P-90023529|P-90243264,P-90243265
10458363036578943872,P-53560949|P-83923904|P-90309890|P-83923904|P-83923904|P-83923904|P-83923904|P-83923904,P-83923904
1045836493861596816,P-83652600|P-83652600,P-83652600
10458580455535436250,P-91974432|P-91974432,P-91974432
10458659730490376510,P-90301513|P-90301513|P-90301513|P-90301513|P-90301513|P-90301513,P-90301513
10458912154625056580,P-96060278|P-96060278,P-96060278
10458989048186931440,P-53554648|P-53554648|P-53554648|P-53554648|P-53554648|P-53554648|P-53554648,P-53554648
10458990398841119701,P-93485391|P-93485391,P-93485391
10459206710788347215,P-83870959|P-53557691,P-53557691
10459216935044559106,P-53564529|P-53564517,P-53564517
10459362050645375848,P-59883884|P-59883884,P-59883884
10459525189202456508,P-85678556|P-85678556|P-85678556,P-85678556
10459656003396553918,P-89454882|P-89454882,P-89454882
10459658247573113183,P-60440630|P-60440630,P-60440630
1045968575695802078,P-60440630|P-60440630|P-60440630,P-60440630
10459709257276457244,P-89454882|P-89791502,P-89791502
10459786573425806319,P-90041078|P-90041078,P-90041078
10459851914635797214,P-90002483|P-90002483|P-90002483,P-90002483
10459890188432661948,P-53564820|P-53564820|P-53564820|P-53564820|P-53564820|P-53564820,P-53564820
10459968666348482885,P-53564597|P-53563323|P-53563323|P-53563323,P-53563323
10459971709743420329,P-93485417|P-93485417,P-93485417
10460021656400949679,P-53552721|P-53552721,P-53552724
10460062133700077139,P-94543173|P-94543173|P-53567170|P-53567170|P-53567170|P-53567170|P-94543173,P-94543173
10460081536754107920,P-86840309|P-86840309,P-60440630
104601235813120993,P-89527675|P-89527675|P-89527675|P-53564153|P-53564153|P-53564153|P-89477352|P-64335067,P-64335027
10460224788354668943,P-89527675|P-89527675|P-89527675|P-89527675,P-89527675
10460253122905425811,P-60440630|P-60440630,P-60440630
10460433683755195415,P-68224589|P-68224589|P-68224488,P-68224488
10460471998565193823,P-96312625|P-90018448,P-90018448
